bank,review,rating,date,source
BOA,The poorest mobile banking I have seen in the industry. Is not stable to login and post transactions. Is not attractive. Error reports frequently.,5,2024-06-13,Google Play
BOA,"This has to be your worst app ever, damm so many bugs and it lags so baddd. Please fix it",1,2024-04-12,Google Play
BOA,It keep making me out and crash when i open the app and not working properly,1,2024-05-02,Google Play
BOA,The worst mobile banking app like the previous one. How long it would take for BOA to develop a good app?????? Years or decades?,1,2024-03-04,Google Play
BOA,Overrated service and recently glitching service system not being able to withdraw funds.,1,2024-02-26,Google Play
BOA,"my device is not auto inserting The OTP, So keyboard should be enabled on the apps OTP login to insert OTP Manually.",3,2024-04-02,Google Play
BOA,I can't use the app unless I turn off developer mode?? What kind of stupid rule is that?? The worst experience for a banking app!!,1,2024-05-26,Google Play
BOA,"It's good app but the system is not same as CBE bankin mobile When i compare To these apps BOA and CBE, CBE is the best up",1,2024-05-01,Google Play
BOA,It closes playing audio app when it is opened . What is the solution?,5,2024-04-06,Google Play
BOA,Not comfortable with this version. Its hard to down it load Developer option is not allowed to use it as usual.,5,2024-04-30,Google Play
BOA,It was good and more secured mb app but this new version apk i can't find it on play store will you tell me what i have too do ...please,5,2024-02-19,Google Play
BOA,BOA Mobile banking is hard to deal with. Very poor app never gets better it keep lagging,1,2024-02-12,Google Play
BOA,"With every update the app keeps on getting worse,it is filled with bugs",1,2024-04-29,Google Play
BOA,I don't know why but your apps start out great then all of a sudden don't work🤷‍♀️,1,2024-11-28,Google Play
BOA,You've improved from the previous one! Also try to add dark mode.,5,2024-01-17,Google Play
BOA,A massive improvement from the previous app. More modern and actually works,5,2024-02-03,Google Play
BOA,It crash repeatedly! Try to make it more stable for customers need meet!,2,2024-05-07,Google Play
BOA,The app is not showing my balance or any transaction it is like corrupted showing usd amounts,1,2024-04-13,Google Play
BOA,Just use other banks if you want a good mobile app. CBE is 40X faster and safe than this app.,1,2024-03-23,Google Play
BOA,Crash... glitch... crash... blame connection... crash... crash again. Please fix it,1,2024-05-02,Google Play
BOA,Pls improve your mobile banking app it's doesn't work constantly after i updated the new version of your app try to improve,1,2024-05-05,Google Play
BOA,A painfully slow banking app service. Please don't make it your choice!,1,2024-10-13,Google Play
BOA,Please focus on the functionality of the app instead of spending money on the advertisements.,1,2024-05-01,Google Play
BOA,"Take some note from CBE mobile banking app, it's the best banking app currently take some note and improve ur app . Sometimes u have to learn from the bests 🙌",1,2024-08-03,Google Play
BOA,This app isn't working well on Tecno phone 📱. what is the error??,1,2024-04-29,Google Play
BOA,"It's not functional at all. It keeps saying ""error"". Unable to activate.",1,2024-07-13,Google Play
BOA,It's not working. It needs a big update. Can't you update the app quickly?,1,2024-09-14,Google Play
BOA,"Ultimately, the worst mobile banking experience ever left me feeling exasperated and disillusioned.Its a nightmare",1,2024-04-13,Google Play
BOA,It keeps clashing down What a crass stupid app is this... You forced me to update after I transferred money and now I can't open it,1,2024-05-03,Google Play
BOA,I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,1,2024-10-04,Google Play
BOA,This application is relatively good even if some times interpreted.But apolo is difficult application please improve it.,5,2024-04-28,Google Play
BOA,It usually crashes and unable to process also it request to off the developer options,1,2024-07-05,Google Play
BOA,It doesn't function properly!! You don't even deserve one star.. please stop playing your dirty game on your customer...,1,2024-04-29,Google Play
BOA,"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,2024-11-04,Google Play
BOA,Always slow and doesn't work on weekends if you are in a rush or a merchant this app is not for you,1,2024-07-23,Google Play
BOA,Always there a problem with this app it says check your connection while connected 😞,1,2024-03-09,Google Play
BOA,The app is constantly crashing and freezing when to send to BOA customers' accounts.,1,2024-07-15,Google Play
BOA,"Is this app fake i try it not working it say please try again later, unable to make transactions what is the purpose of this app . If it is not working delete it",1,2024-07-25,Google Play
